Type,move_speed,move_time,move_angle,move_acceleration
OTHER_ACTION,2,24,30,6
OTHER_ACTION,2,20,31,10
EXERCISE,0.5,4,10,6
EXERCISE,0.5,9,17,8
OTHER_ACTION,3,20,32,10
OTHER_ACTION,2.5,19,31,10
EXERCISE,1,11,17,6
EXERCISE,2,8,16,8
EXERCISE,2,10,17,7
EXERCISE,1.5,7,12,5
EXERCISE,0.5,9,14,5
FALL,0,3,7,3
EXERCISE,2.5,8,16,6
EXERCISE,2,6,8,1
EXERCISE,3,6,8,1
EXERCISE,2,7,9,1
OTHER_ACTION,0.5,6,13,7
OTHER_ACTION,0.5,8,13,5
OTHER_ACTION,0.5,6,13,5
EXERCISE,3.5,14,23,7
FALL,0,4,6,1
FALL,0,3,4,1
FALL,0,2,3,1
FALL,0,6,11,4
FALL,0,3,7,4
FALL,0,3,5,2
FALL,0,3,3,0
RUN,9,38,52,10
RUN,4.5,31,43,7
FALL,0,8,15,6
FALL,0,9,17,6
FALL,0,9,17,7
FALL,0,8,13,4
OTHER_ACTION,1,6,10,3
OTHER_ACTION,1,7,9,2
EXERCISE,1.5,7,9,2
EXERCISE,1.5,4,7,3
EXERCISE,0.5,13,18,4
EXERCISE,0.5,3,6,3
EXERCISE,1,13,20,7
EXERCISE,2,16,23,6
EXERCISE,2.5,14,18,4
RUN,2,15,24,7
OTHER_ACTION,0,9,14,5
OTHER_ACTION,0.5,6,12,6
OTHER_ACTION,0,7,11,4
OTHER_ACTION,1,9,14,4
FALL,0.5,5,7,2
FALL,0,4,5,1
FALL,0,7,8,1
EXERCISE,0,5,8,3
EXERCISE,0.5,3,4,1
EXERCISE,1,3,5,2
EXERCISE,0.5,5,8,3
RUN,4,17,26,6
RUN,3.5,10,18,6
RUN,3.5,9,17,3
RUN,5,11,19,6
RUN,4,20,32,10
EXERCISE,0.5,8,10,2
EXERCISE,0.5,3,6,3
EXERCISE,0.5,8,13,5
EXERCISE,0.5,8,11,3
OTHER_ACTION,3.5,7,12,3
OTHER_ACTION,3,8,12,2
EXERCISE,1,9,14,4
FALL,0,3,3,0
FALL,0.5,4,4,0
FALL,0.5,7,9,2
FALL,0,2,3,1
FALL,0,4,5,1
EXERCISE,1,13,17,3
EXERCISE,2.5,11,13,1
EXERCISE,2.5,17,21,4
EXERCISE,2,13,16,3
FALL,0,7,12,5
FALL,0.5,3,6,3
OTHER_ACTION,0.5,10,19,8
OTHER_ACTION,1,4,9,4
OTHER_ACTION,0.5,9,15,5
FALL,0,2,2,0
FALL,0,1,1,0
RUN,7,33,48,10
RUN,5,27,39,10
RUN,5,25,36,9
RUN,2.5,20,29,9
OTHER_ACTION,4,18,27,7
OTHER_ACTION,2.5,18,27,9
EXERCISE,5.5,22,32,10
EXERCISE,3,17,27,10
EXERCISE,2,20,31,10
EXERCISE,1,16,27,10
OTHER_ACTION,0.5,8,15,6
OTHER_ACTION,0.5,9,14,4
OTHER_ACTION,0.5,9,13,3
OTHER_ACTION,0.5,17,20,3
OTHER_ACTION,0.5,12,17,5
EXERCISE,1.5,9,15,5
EXERCISE,0.5,9,11,2
EXERCISE,0.5,4,5,1
EXERCISE,1,6,8,2
EXERCISE,0,3,3,0
EXERCISE,0.5,1,2,1
EXERCISE,1,2,3,1
EXERCISE,0.5,3,4,1
FALL,0,9,12,3
FALL,0,9,11,1
FALL,0,9,12,3
FALL,0,2,6,4
FALL,0,8,14,6
FALL,0,8,9,1
FALL,0,9,9,0
EXERCISE,1,9,17,6
EXERCISE,1,4,6,2
EXERCISE,3.5,6,9,3
EXERCISE,2.5,9,13,4
EXERCISE,2.5,9,12,2
FALL,0,4,8,3
FALL,0.5,1,2,0
FALL,0,3,5,1
FALL,0,4,4,0
FALL,0,4,8,4
FALL,0.5,3,6,3
FALL,0.5,3,6,3
FALL,0,4,7,3
RUN,8,52,66,10
RUN,4.5,30,42,9
RUN,4.5,26,39,10
OTHER_ACTION,3.5,25,31,5
OTHER_ACTION,3,13,21,7
OTHER_ACTION,1.5,16,24,7
OTHER_ACTION,0,2,3,1
OTHER_ACTION,1,3,3,0
OTHER_ACTION,1,3,4,1
OTHER_ACTION,0.5,7,9,2
OTHER_ACTION,0.5,5,8,3
OTHER_ACTION,0.5,3,4,1
OTHER_ACTION,0.5,5,6,1
EXERCISE,0,4,7,3
EXERCISE,0.5,6,8,2
EXERCISE,0.5,5,7,2
EXERCISE,1,8,11,3
EXERCISE,0.5,8,11,3
OTHER_ACTION,8,27,42,10
OTHER_ACTION,5,19,30,10
OTHER_ACTION,3,14,24,10
OTHER_ACTION,3,17,25,8
OTHER_ACTION,3,18,27,9
OTHER_ACTION,3.5,20,31,10
OTHER_ACTION,3.5,13,24,10
OTHER_ACTION,1,13,21,8
OTHER_ACTION,1,12,19,7
OTHER_ACTION,1,16,24,8
EXERCISE,0,6,10,4
EXERCISE,0,13,18,4
EXERCISE,1,9,14,5
EXERCISE,0.5,6,9,3
EXERCISE,1,7,9,2
EXERCISE,1,5,8,3
EXERCISE,1,8,10,2
EXERCISE,1,10,16,6
FALL,0,5,7,1
FALL,0,4,6,1
FALL,0,2,5,2
FALL,0,5,7,1
FALL,0,6,8,2
EXERCISE,1.5,11,16,5
EXERCISE,0.5,12,17,5
EXERCISE,1.5,11,15,4
FALL,0,4,7,3
RUN,2.5,23,34,10
RUN,3,22,32,9
RUN,2.5,19,30,10
RUN,3,20,31,10
RUN,6,37,51,9
FALL,0,11,17,5
FALL,0,7,11,4
FALL,0,6,11,5
FALL,0,8,13,4
FALL,0,9,13,3
EXERCISE,2.5,9,15,6
EXERCISE,2,10,17,7
EXERCISE,2,10,17,7
FALL,0,6,8,2
FALL,0,4,6,2
EXERCISE,1,11,16,5
EXERCISE,3.5,4,10,6
EXERCISE,0.5,11,14,3
EXERCISE,3.5,9,11,2
EXERCISE,2.5,7,12,5
FALL,0,9,13,3
FALL,0,19,23,4
RUN,5,23,31,6
EXERCISE,3,3,5,1
EXERCISE,1.5,5,8,3
EXERCISE,1,6,11,4
EXERCISE,1,8,13,5
EXERCISE,1,7,12,4
EXERCISE,1,8,10,2
OTHER_ACTION,5,22,32,10
OTHER_ACTION,3,22,30,6
OTHER_ACTION,3.5,25,33,8
EXERCISE,1,15,22,7
EXERCISE,2,9,14,3
EXERCISE,1,15,22,6
EXERCISE,0.5,9,12,2
EXERCISE,1,1,2,0
EXERCISE,0.5,4,4,0
EXERCISE,0.5,2,2,0
EXERCISE,0.5,4,8,3
FALL,0,9,13,4
FALL,0,8,10,2
FALL,0,6,9,3
FALL,0,10,19,9
FALL,0,10,13,3
FALL,0,5,9,4
FALL,0,5,9,4
FALL,0,10,15,4
FALL,0,10,17,6
FALL,0,10,20,8
FALL,0,10,19,7
OTHER_ACTION,2,14,25,9
OTHER_ACTION,2,13,22,8
OTHER_ACTION,1.5,16,27,9
OTHER_ACTION,1,13,21,8
OTHER_ACTION,0.5,14,21,6
OTHER_ACTION,1,12,17,5
FALL,0,4,6,2
FALL,0,6,10,3
FALL,0,6,10,3
FALL,0,4,6,1
FALL,0,7,10,3
FALL,0,5,8,3
FALL,0.5,10,12,2
FALL,0.5,3,4,1
FALL,0,6,14,7
FALL,0,7,11,3
FALL,0,8,13,4
EXERCISE,2,23,29,6
FALL,0,6,14,7
FALL,0,6,10,4
FALL,0,6,11,5
FALL,1,5,7,2
FALL,0,4,7,3
FALL,0,9,14,4
FALL,0,6,10,3
OTHER_ACTION,3,22,33,10
OTHER_ACTION,2.5,18,28,10
FALL,0,6,10,2
FALL,0,2,7,3
FALL,0,6,11,3
FALL,1,17,28,9
FALL,0,5,15,8
FALL,1,11,20,7
FALL,0,7,14,5
FALL,0,6,8,2
FALL,0,8,9,1
EXERCISE,1.5,4,8,3
FALL,0,2,5,2
FALL,0,2,3,1
FALL,0,2,4,1
FALL,0,2,4,1
FALL,0,11,14,2
FALL,0,5,9,3
FALL,0,9,14,4
FALL,0,7,11,3
FALL,0,7,12,4
OTHER_ACTION,5,21,33,10
OTHER_ACTION,3.5,22,33,9
OTHER_ACTION,3,17,27,8
OTHER_ACTION,2.5,19,28,8
OTHER_ACTION,0.5,14,23,9
OTHER_ACTION,1,14,23,9
OTHER_ACTION,1,14,23,9
EXERCISE,1,7,11,4
EXERCISE,0.5,12,17,5
EXERCISE,0.5,5,5,0
EXERCISE,0,3,3,0
EXERCISE,1,5,6,1
EXERCISE,1,6,7,1
FALL,0.5,7,13,4
FALL,0,11,17,4
FALL,0,11,18,6
EXERCISE,0,5,12,5
EXERCISE,2,5,11,4
OTHER_ACTION,0,6,8,2
OTHER_ACTION,0.5,5,10,5
OTHER_ACTION,1.5,5,7,2
OTHER_ACTION,1,5,9,4
FALL,0,7,11,3
FALL,0,6,11,4
FALL,0,7,9,1
FALL,0,8,10,1
EXERCISE,3,13,23,8
EXERCISE,2,12,22,7
EXERCISE,2,11,21,8
OTHER_ACTION,4,21,33,10
OTHER_ACTION,3,20,31,10
OTHER_ACTION,2.5,16,28,10
OTHER_ACTION,1.5,15,27,10
OTHER_ACTION,7,25,37,9
OTHER_ACTION,5.5,21,29,7
EXERCISE,0,3,4,1
EXERCISE,0.5,13,15,2
OTHER_ACTION,1.5,12,23,9
OTHER_ACTION,1,10,20,10
EXERCISE,0,6,11,5
EXERCISE,1.5,10,15,5
EXERCISE,0.5,11,18,7
EXERCISE,0.5,10,17,6
EXERCISE,0.5,7,12,4
OTHER_ACTION,3.5,20,28,7
OTHER_ACTION,2,16,22,6
OTHER_ACTION,1.5,17,23,5
OTHER_ACTION,1.5,11,16,5
RUN,4.5,18,28,7
OTHER_ACTION,1,18,29,9
OTHER_ACTION,1,14,22,6
OTHER_ACTION,2,13,23,8
FALL,0,3,3,0
FALL,0,4,4,0
FALL,0,4,7,2
FALL,0,3,5,1
OTHER_ACTION,4.5,33,45,10
OTHER_ACTION,3,22,30,6
OTHER_ACTION,1.5,11,17,6
OTHER_ACTION,1.5,10,16,6
OTHER_ACTION,1.5,10,16,5
OTHER_ACTION,0.5,7,10,3
OTHER_ACTION,0.5,8,13,5
OTHER_ACTION,1,8,12,3
OTHER_ACTION,1,7,11,3
FALL,0,3,4,0
RUN,7,23,34,8
RUN,4.5,20,31,9
RUN,4.5,19,31,9
OTHER_ACTION,4.5,19,30,10
FALL,0,9,16,5
EXERCISE,1.5,5,8,3
EXERCISE,1,4,9,5
EXERCISE,1,5,7,2
EXERCISE,1.5,6,10,4
FALL,0,6,8,2
EXERCISE,1.5,5,13,7
EXERCISE,0.5,9,14,5
EXERCISE,1.5,10,13,2
EXERCISE,0.5,9,14,5
EXERCISE,1.5,12,16,4
EXERCISE,4,11,14,3
EXERCISE,4.5,11,15,4
EXERCISE,3.5,6,11,4
FALL,0,7,13,5
FALL,0,5,9,3
FALL,0,4,9,4
FALL,0,5,10,4
FALL,0,7,11,3
EXERCISE,4.5,20,32,9
EXERCISE,4.5,14,24,9
EXERCISE,8,16,25,6
EXERCISE,4,14,26,8
EXERCISE,0,6,7,1
EXERCISE,1,6,11,5
EXERCISE,1,10,13,3
EXERCISE,0.5,4,6,2
EXERCISE,0.5,7,12,5
EXERCISE,2.5,14,23,9
EXERCISE,1.5,9,19,8
EXERCISE,4.5,12,18,6
EXERCISE,2,6,11,5
EXERCISE,2.5,16,24,8
EXERCISE,3,7,11,3
EXERCISE,0.5,4,7,2
EXERCISE,0,9,12,3
EXERCISE,0.5,5,10,5
EXERCISE,1,10,13,3
EXERCISE,3,15,23,8
EXERCISE,2,16,22,6
EXERCISE,2,13,19,6
EXERCISE,1,16,22,6
EXERCISE,2,8,11,3
EXERCISE,3,5,9,4
EXERCISE,1,6,9,3
EXERCISE,2,4,6,2
EXERCISE,1.5,9,10,1
EXERCISE,3,12,18,5
EXERCISE,1,9,16,6
EXERCISE,1,7,10,2
EXERCISE,2,10,15,5
EXERCISE,0,7,12,5
EXERCISE,0.5,7,10,3
EXERCISE,3,7,9,2
EXERCISE,1.5,10,21,6
EXERCISE,2.5,13,18,4
EXERCISE,0,5,7,2
EXERCISE,1,8,9,1
EXERCISE,1,5,6,1
EXERCISE,1.5,6,9,3
EXERCISE,1,8,12,3
EXERCISE,4.5,19,28,9
EXERCISE,4,11,19,8
EXERCISE,3,13,20,7
EXERCISE,2.5,12,23,6
EXERCISE,1,10,18,7
EXERCISE,0.5,7,14,5
EXERCISE,0,5,9,4
EXERCISE,0.5,6,10,4
EXERCISE,0.5,6,12,6
EXERCISE,2.5,9,17,7
EXERCISE,1.5,5,10,4
EXERCISE,0,10,16,5
EXERCISE,0.5,7,15,4
EXERCISE,0.5,2,2,0
EXERCISE,0.5,3,6,2
EXERCISE,1,3,4,1
EXERCISE,1,7,9,2
EXERCISE,0,7,10,3
EXERCISE,1,6,7,1
EXERCISE,0.5,1,3,1
EXERCISE,0.5,2,4,1
EXERCISE,0.5,3,6,1
EXERCISE,0.5,6,9,3
EXERCISE,0.5,7,8,1
EXERCISE,1.5,7,14,5
EXERCISE,1.5,6,12,5
EXERCISE,1,10,14,3
EXERCISE,1.5,5,8,2
EXERCISE,4,12,19,5
EXERCISE,1.5,15,20,5
EXERCISE,2,12,18,5
EXERCISE,0.5,8,12,4
EXERCISE,0.5,8,12,4
EXERCISE,0.5,8,11,3
EXERCISE,0.5,6,10,4
EXERCISE,4,10,19,8
EXERCISE,4.5,10,20,8
EXERCISE,0,4,10,6
EXERCISE,4.5,29,44,10
EXERCISE,3,16,22,3
EXERCISE,1,12,16,4
EXERCISE,1,9,14,5
EXERCISE,3.5,4,11,6
EXERCISE,1.5,5,6,1
EXERCISE,1,4,6,1
EXERCISE,0.5,8,10,1
EXERCISE,0.5,7,8,1
EXERCISE,0,9,11,1
EXERCISE,2.5,11,18,6
EXERCISE,2,8,12,4
EXERCISE,3,8,13,5
EXERCISE,3,9,15,6
EXERCISE,0.5,3,4,1
EXERCISE,1,8,13,5
EXERCISE,1,6,9,3
EXERCISE,1.5,7,11,4
EXERCISE,1,5,8,3
EXERCISE,2.5,14,18,3
EXERCISE,0.5,8,12,4
EXERCISE,1,10,17,7
EXERCISE,1,5,11,4
EXERCISE,0.5,8,11,3
EXERCISE,1.5,1,2,1
EXERCISE,0.5,2,3,1
EXERCISE,1,2,3,1
EXERCISE,1,9,13,4
EXERCISE,2,13,21,8
EXERCISE,1.5,10,17,7
EXERCISE,0.5,6,11,5
EXERCISE,1.5,8,12,4
EXERCISE,1,9,12,3
EXERCISE,0.5,7,9,2
EXERCISE,0.5,2,2,0
EXERCISE,1,2,2,0
EXERCISE,0.5,5,7,2
EXERCISE,0.5,6,9,3
EXERCISE,0.5,5,9,3
EXERCISE,1,7,11,4
EXERCISE,1,7,11,4
EXERCISE,3,20,28,8
EXERCISE,1.5,15,22,7
EXERCISE,1.5,12,18,5
EXERCISE,1,11,17,6
EXERCISE,3,16,25,8
EXERCISE,1.5,13,22,8
EXERCISE,1,5,7,1
EXERCISE,6,11,18,5
EXERCISE,2,9,14,5
EXERCISE,3.5,14,24,8
EXERCISE,1,10,19,8
EXERCISE,1,14,21,7
EXERCISE,1,13,17,4
EXERCISE,1.5,11,16,5
EXERCISE,0.5,14,21,5
EXERCISE,0.5,7,12,4
EXERCISE,0.5,8,14,5
EXERCISE,0.5,16,20,4
EXERCISE,0,7,12,4
EXERCISE,0,3,4,1
EXERCISE,0,4,6,2
EXERCISE,0.5,5,6,1
EXERCISE,0.5,7,10,3
EXERCISE,1,5,6,1
EXERCISE,0.5,11,15,4
EXERCISE,1,12,22,8
EXERCISE,3,4,7,3
EXERCISE,1.5,2,5,3
EXERCISE,1,6,8,2
EXERCISE,1,4,8,4
EXERCISE,1.5,19,30,7
EXERCISE,5,25,32,6
EXERCISE,4,10,14,4
EXERCISE,1.5,7,12,5
EXERCISE,3,7,10,3
EXERCISE,5.5,11,20,7
EXERCISE,6,9,17,7
EXERCISE,1,4,7,3
EXERCISE,1.5,2,2,0
EXERCISE,1.5,3,4,1
EXERCISE,0.5,5,6,1
EXERCISE,3,8,18,10
EXERCISE,2.5,10,20,10
EXERCISE,0.5,10,15,3
EXERCISE,0.5,12,17,4
EXERCISE,2,5,8,3
EXERCISE,1.5,6,10,4
EXERCISE,2,3,4,1
EXERCISE,0,4,5,1
EXERCISE,0.5,3,4,1
EXERCISE,0,4,4,0
EXERCISE,0,4,5,1
EXERCISE,0.5,2,4,2
EXERCISE,1.5,3,4,1
OTHER_ACTION,4.5,32,45,8
OTHER_ACTION,4.5,33,48,10
OTHER_ACTION,6,35,49,9
OTHER_ACTION,4,40,53,10
OTHER_ACTION,1.5,13,21,6
OTHER_ACTION,1,9,14,4
OTHER_ACTION,1.5,7,12,4
OTHER_ACTION,1,6,10,4
OTHER_ACTION,1.5,7,13,5
OTHER_ACTION,7,19,26,7
OTHER_ACTION,0.5,9,15,4
OTHER_ACTION,1.5,10,16,4
OTHER_ACTION,11,40,52,10
OTHER_ACTION,6,15,25,9
OTHER_ACTION,6,16,25,9
OTHER_ACTION,1.5,5,10,4
OTHER_ACTION,3,4,9,4
FALL,0,10,12,2
FALL,0,8,11,2
FALL,0,3,6,1
FALL,0.5,6,9,1
FALL,0,4,6,2
FALL,0,3,5,2
FALL,0,3,4,1
OTHER_ACTION,1,10,16,5
FALL,0,8,13,5
FALL,0,5,8,3
FALL,0,8,10,2
FALL,0,7,8,1
FALL,0,8,12,3
OTHER_ACTION,6,27,37,10
FALL,0,9,16,5
FALL,0,8,13,4
OTHER_ACTION,1.5,2,3,1
OTHER_ACTION,2,6,6,0
OTHER_ACTION,7,21,32,10
FALL,0,2,2,0
FALL,1.5,4,8,4
FALL,0,5,7,2
FALL,0,13,22,7
FALL,0,5,8,2
FALL,0.5,4,7,2
OTHER_ACTION,1,13,23,8
OTHER_ACTION,1,19,29,9
OTHER_ACTION,0.5,4,6,2
OTHER_ACTION,1,2,2,0
OTHER_ACTION,6,28,41,10
OTHER_ACTION,1.5,8,12,4
OTHER_ACTION,3,11,15,3
OTHER_ACTION,5,25,39,10
OTHER_ACTION,4.5,11,21,8
FALL,0,10,15,4
FALL,0,8,12,3
OTHER_ACTION,3.5,17,27,10
OTHER_ACTION,1.5,7,17,9
OTHER_ACTION,4,24,33,9
OTHER_ACTION,2,10,18,5
FALL,0,3,5,2
FALL,0,7,12,5
OTHER_ACTION,10,28,40,10
OTHER_ACTION,9,26,38,10
OTHER_ACTION,8,25,36,9
OTHER_ACTION,0.5,12,18,4
FALL,1,13,19,6
FALL,0,5,7,2
FALL,5,11,17,5
FALL,2.5,7,12,5
FALL,2.5,7,17,8
FALL,2,6,9,3
FALL,0,11,17,6
FALL,0,1,2,1
FALL,0,2,3,1
FALL,0,2,4,2
FALL,0,13,21,7
FALL,0,7,12,4
FALL,0,3,8,4
FALL,0,11,19,8
OTHER_ACTION,1,10,15,4
OTHER_ACTION,1,6,9,2
OTHER_ACTION,15,39,52,10
OTHER_ACTION,8.5,39,52,10
OTHER_ACTION,1.5,8,11,2
OTHER_ACTION,12,31,43,10
OTHER_ACTION,11,22,33,10
FALL,0.5,10,16,4
FALL,0,5,9,3
OTHER_ACTION,3.5,10,14,4
FALL,0,3,4,1
FALL,0.5,14,19,5
FALL,0.5,12,18,6
FALL,0.5,11,19,8
OTHER_ACTION,5.5,21,33,10
FALL,2,9,13,4
FALL,0,8,14,6
OTHER_ACTION,0,9,14,4
OTHER_ACTION,0,10,15,4
OTHER_ACTION,1,5,6,1
FALL,6,18,27,6
FALL,4.5,13,22,7
FALL,3.5,15,23,7
FALL,0,4,7,1
FALL,0,1,3,1
FALL,0,6,15,8
FALL,0,12,16,4
FALL,0,8,14,6
FALL,0,8,12,4
FALL,0,6,9,3
FALL,0.5,7,10,3
FALL,0,5,12,6
FALL,0,4,6,2
FALL,0,6,7,1
FALL,0,4,6,2
FALL,2,6,8,2
OTHER_ACTION,5,29,39,9
OTHER_ACTION,5,21,32,10
FALL,3.5,13,22,8
OTHER_ACTION,3,12,20,7
OTHER_ACTION,10,22,35,9
OTHER_ACTION,5,18,32,10
OTHER_ACTION,0.5,5,8,3
OTHER_ACTION,0.5,7,11,4
FALL,0,2,4,2
FALL,0,3,6,3
OTHER_ACTION,3.5,26,38,10
OTHER_ACTION,0,6,16,8
OTHER_ACTION,0.5,6,15,6
OTHER_ACTION,3.5,11,21,8
OTHER_ACTION,5.5,9,18,8
OTHER_ACTION,3.5,14,22,7
FALL,0,6,9,1
FALL,0,1,2,0
FALL,0,7,8,1
FALL,0.5,6,11,5
FALL,1,5,8,3
OTHER_ACTION,16,34,46,10
OTHER_ACTION,9,32,43,10
OTHER_ACTION,9,29,40,10
FALL,0,6,11,4
FALL,4,25,38,10
FALL,2.5,14,27,8
OTHER_ACTION,1,13,22,6
FALL,1.5,4,4,0
FALL,0.5,7,8,1
FALL,0,8,11,3
FALL,0,6,8,2
FALL,0,6,11,4
FALL,0,4,9,5
FALL,0,5,7,2
FALL,0.5,16,25,9
FALL,0,8,11,3
FALL,0,6,11,5
FALL,0,7,9,2
FALL,0,10,17,7
FALL,0.5,5,9,4
FALL,0,2,3,1
FALL,0,3,6,3
FALL,0,1,3,2
FALL,0,1,2,1
FALL,0,3,4,1
OTHER_ACTION,6,20,34,10
OTHER_ACTION,0,3,5,2
FALL,0,2,3,1
FALL,0,2,2,0
OTHER_ACTION,0.5,14,20,6
OTHER_ACTION,6,8,17,9
OTHER_ACTION,6,14,25,10
FALL,0.5,7,11,4
FALL,0,6,10,3
FALL,0,4,8,2
OTHER_ACTION,8,25,40,10
OTHER_ACTION,5,21,35,10
FALL,0,6,11,5
FALL,0,9,15,6
OTHER_ACTION,3.5,13,20,4
FALL,0,4,8,3
FALL,0,9,12,1
FALL,0,2,3,1
FALL,0,2,3,1
FALL,0,3,4,1
FALL,0,1,3,2
OTHER_ACTION,1,19,30,7
OTHER_ACTION,1,18,27,5
FALL,0,7,9,2
FALL,0,6,9,3
OTHER_ACTION,4,24,34,9
OTHER_ACTION,4,20,30,9
OTHER_ACTION,0,8,14,5
OTHER_ACTION,3,13,22,7
FALL,0,3,3,0
FALL,0.5,12,14,2
FALL,0.5,8,13,3
FALL,0.5,9,14,3
FALL,0,6,10,2
FALL,1,0,1,0
OTHER_ACTION,4,20,30,8
FALL,0,8,13,5
FALL,0.5,6,9,3
OTHER_ACTION,1.5,9,10,1
FALL,0.5,7,13,4
FALL,0.5,15,18,2
FALL,0,5,9,3
FALL,1,11,19,8
FALL,0,9,12,3
FALL,0,16,25,9
OTHER_ACTION,5.5,23,35,10
OTHER_ACTION,5.5,21,32,10
OTHER_ACTION,4.5,25,35,9
OTHER_ACTION,3,16,26,10
OTHER_ACTION,0.5,5,12,6
OTHER_ACTION,4.5,2,3,0
FALL,0,4,4,0
OTHER_ACTION,5.5,19,29,10
FALL,6,7,10,3
FALL,1.5,3,6,3
FALL,0,6,11,3
OTHER_ACTION,15,50,65,10
OTHER_ACTION,0.5,7,11,4
FALL,1,14,21,5
OTHER_ACTION,5,17,24,7
FALL,0,2,4,1
FALL,0,7,7,0
FALL,0,8,11,3
FALL,0,2,2,0
FALL,0,5,6,1
FALL,0.5,9,14,4
FALL,0,12,17,4
FALL,0,6,8,2
FALL,0,6,10,4
FALL,0.5,8,12,4
FALL,0,6,10,4
FALL,0.5,3,3,0
FALL,0,7,13,6
FALL,0.5,5,8,3
OTHER_ACTION,5.5,21,31,10
OTHER_ACTION,5,20,30,10
FALL,0,5,10,4
FALL,0,5,9,3
FALL,0,6,10,3
FALL,0,3,5,2
FALL,0,1,1,0
FALL,2,11,20,7
WALK,0,3,7,4
WALK,0.5,11,16,5
WALK,0,9,12,2
WALK,0,4,6,1
WALK,0,15,20,4
WALK,0,5,6,1
WALK,0,6,7,1
WALK,0,3,5,0
WALK,0.5,3,5,1
WALK,0,8,11,3
WALK,0,6,9,3
WALK,0,9,14,5
FALL,0,5,7,2
FALL,0,6.67,10.67,3
FALL,0,3,4,0
FALL,0,2.33,3.33,1
FALL,0,4.67,4.67,0
FALL,0,6,9,2
FALL,0,8.67,13.67,5
FALL,0,12,18,5
FALL,0,8.33,13.33,5
FALL,0.5,13.33,18.33,4
FALL,0,1.67,1.67,0
FALL,0,2.33,3.33,0
FALL,0,5,8,2
FALL,0,2.67,5.67,2
FALL,0,5,10,3
FALL,0,4,7,2
FALL,0,6,9,2
FALL,0,7,8,1
FALL,0,4.33,6.33,2
FALL,0,6.67,8.67,2
FALL,0,5.67,10.67,4
FALL,0.5,8,12,3
FALL,0.5,8.67,15.67,7
FALL,0,7,14,6
FALL,0.5,6,9,2
FALL,0,6.33,10.33,3
FALL,0.5,7,11,3
FALL,0.5,5,9,3
OTHER_ACTION,1,11.33,17.33,4
OTHER_ACTION,2,9.67,16.67,6
OTHER_ACTION,0.5,4,7,3
FALL,0,7.67,12.67,4
FALL,0,5.33,9.33,3
FALL,0,5.67,9.67,4
FALL,0,4.67,6.67,2
FALL,0,5.33,7.33,2
FALL,0,5.67,7.67,2
FALL,0,4,8,3
FALL,0,6,11,4
OTHER_ACTION,1,13,16,3
OTHER_ACTION,4,15,19,2
OTHER_ACTION,4,10.67,15.67,4
OTHER_ACTION,5,22.67,29.67,5
OTHER_ACTION,1,10.33,16.33,6
RUN,6,14.67,24.67,9
RUN,7,22,33,10
RUN,8,20.33,31.33,10
RUN,10,23.67,34.67,10
OTHER_ACTION,1,5.67,10.67,4
OTHER_ACTION,1,6,12,6
OTHER_ACTION,1,7.67,10.67,3
OTHER_ACTION,1,6.33,7.33,1
OTHER_ACTION,0.5,11.33,16.33,5
OTHER_ACTION,1,4.33,7.33,2
OTHER_ACTION,1.5,5.67,8.67,2
OTHER_ACTION,0.5,3.67,5.67,1
OTHER_ACTION,1,7.67,13.67,5
OTHER_ACTION,0,2.33,3.33,1
OTHER_ACTION,0.5,7.33,9.33,2
FALL,0.5,8,13,4
FALL,0,6,10,3
FALL,0,4.67,7.67,2
FALL,0,4.67,7.67,2
FALL,0,5,9,3
FALL,0.5,10,17,6
FALL,0.5,8,13,4
FALL,0,10,15,4
FALL,1.5,9.33,16.33,5
FALL,1,10,20,5
FALL,0,9.33,16.33,6
FALL,0,5.33,7.33,2
FALL,0,5.33,7.33,2
FALL,0,3,4,0
FALL,0,4,5,1
FALL,0,3.67,4.67,1
FALL,0,4,7,1
FALL,0,4,9,2
FALL,0,4,8,2
FALL,0,10.67,16.67,5
FALL,0,4.67,9.67,4
FALL,0,9,15,6
FALL,0,6.33,11.33,5
FALL,0,7.33,12.33,5
RUN,3.5,12.67,18.67,5
RUN,5,14.33,23.33,8
RUN,4.5,13,21,8
RUN,6,11.33,19.33,7
FALL,0,4,7,2
FALL,0,1.67,2.67,0
FALL,0,2,5,2
FALL,0,2.33,5.33,3
FALL,0,3,5,1
FALL,0,3,7,3
FALL,0,5,9,3
OTHER_ACTION,1.5,13,21,8
OTHER_ACTION,1.5,14.33,21.33,7
OTHER_ACTION,0.5,6.33,15.33,9
OTHER_ACTION,1,15,24,9
OTHER_ACTION,0.5,10.33,19.33,9
FALL,0,5.67,8.67,1
FALL,0.5,6.67,10.67,2
FALL,1,5,6,1
FALL,0,4.67,8.67,2
FALL,0,3.33,5.33,1
FALL,0,4.33,8.33,4
FALL,0,4,7,3
FALL,0,5.67,8.67,3
FALL,0,6.33,9.33,3
FALL,0,5,8,3
FALL,0,7.67,11.67,4
FALL,0,6.67,9.67,3
FALL,0.5,6.33,9.33,3
FALL,1,4.33,7.33,3
FALL,0,8,10,2
FALL,0,10,13,3
FALL,0,3.67,6.67,3
FALL,0,12,17,4
FALL,0,4,9,3
FALL,0,6.67,9.67,3
FALL,0,8.33,14.33,5
FALL,0,6,10,2
OTHER_ACTION,1,8.67,12.67,4
OTHER_ACTION,0.5,8.33,10.33,2
